city,timestamp,aqi,pm2_5,pm10,co,no2,o3,so2,nh3,no,temperature,humidity,wind_speed,hour,day,month,day_of_week,aqi_lag_1,aqi_lag_2,aqi_change,aqi_rolling_mean_3,target_aqi
Lahore,2026-08-10 02:00:00+00:00,154,60.59,68.97,976.62,13.85,20.39,1.11,3.65,0.62,28.8,86,0.21,2,10,8,0,153.0,152.0,1.0,153.0,154.0
Lahore,2026-08-10 03:00:00+00:00,154,61.31,70.81,981.04,11.27,32.45,1.29,3.8,2.36,30.0,81,0.4,3,10,8,0,154.0,153.0,0.0,153.66666666666666,132.0
Lahore,2026-08-10 04:00:00+00:00,132,48.28,55.26,692.55,4.32,100.79,2.69,1.2,0.47,31.1,74,1.08,4,10,8,0,154.0,154.0,-22.0,146.66666666666666,121.0
Lahore,2026-08-10 05:00:00+00:00,121,43.62,49.25,634.08,2.55,118.15,2.41,1.04,0.25,32.0,70,1.46,5,10,8,0,132.0,154.0,-11.0,135.66666666666666,122.0
Lahore,2026-08-10 06:00:00+00:00,122,43.93,49.07,620.18,1.98,125.57,2.09,1.01,0.18,33.1,66,1.25,6,10,8,0,121.0,132.0,1.0,125.0,120.0
Lahore,2026-08-10 07:00:00+00:00,120,43.03,47.68,610.45,1.7,130.52,1.72,0.96,0.13,33.8,63,1.25,7,10,8,0,122.0,121.0,-2.0,121.0,112.0
Lahore,2026-08-10 08:00:00+00:00,112,39.91,44.01,593.49,1.66,130.46,1.46,0.92,0.1,34.3,62,1.23,8,10,8,0,120.0,122.0,-8.0,118.0,108.0
Lahore,2026-08-10 09:00:00+00:00,108,38.48,42.2,585.93,1.85,129.83,1.36,0.94,0.07,34.4,62,1.3,9,10,8,0,112.0,120.0,-4.0,113.33333333333333,113.0
Lahore,2026-08-10 10:00:00+00:00,113,40.2,44.09,615.51,3.72,117.95,1.43,1.85,0.12,34.5,63,1.11,10,10,8,0,108.0,112.0,5.0,111.0,124.0
Lahore,2026-08-10 11:00:00+00:00,124,44.85,49.44,677.49,7.37,102.95,1.73,3.61,0.19,34.3,64,0.72,11,10,8,0,113.0,108.0,11.0,115.0,136.0
Lahore,2026-08-10 12:00:00+00:00,136,49.66,54.92,747.34,11.95,94.21,2.16,5.44,0.19,33.8,61,1.53,12,10,8,0,124.0,113.0,12.0,124.33333333333333,149.0
Lahore,2026-08-10 13:00:00+00:00,149,55.01,61.09,816.75,16.01,88.79,2.65,6.99,0.08,32.8,70,1.81,13,10,8,0,136.0,124.0,13.0,136.33333333333334,153.0
Lahore,2026-08-10 14:00:00+00:00,153,59.88,66.66,850.8,15.97,83.31,2.88,7.07,0.0,31.6,76,1.97,14,10,8,0,149.0,136.0,4.0,146.0,155.0
Lahore,2026-08-10 15:00:00+00:00,155,63.73,70.9,858.32,14.07,81.65,3.01,6.42,0.0,31.1,77,1.73,15,10,8,0,153.0,149.0,2.0,152.33333333333334,157.0
Lahore,2026-08-10 16:00:00+00:00,157,66.33,73.52,849.08,12.13,79.91,3.21,5.35,0.0,30.7,78,1.63,16,10,8,0,155.0,153.0,2.0,155.0,157.0
Lahore,2026-08-10 17:00:00+00:00,157,67.9,75.26,856.55,11.26,76.45,3.51,4.59,0.0,30.1,81,1.17,17,10,8,0,157.0,155.0,0.0,156.33333333333334,157.0
Lahore,2026-08-10 18:00:00+00:00,157,66.56,73.79,851.27,10.3,74.35,3.75,3.74,0.0,30.2,82,2.23,18,10,8,0,157.0,157.0,0.0,157.0,154.0
Lahore,2026-08-10 19:00:00+00:00,154,62.07,68.96,829.98,9.21,72.41,3.72,2.95,0.0,29.5,86,2.3,19,10,8,0,157.0,157.0,-3.0,156.0,152.0
Lahore,2026-08-10 20:00:00+00:00,152,57.13,64.01,818.94,8.81,67.32,3.42,2.61,0.0,29.0,90,1.67,20,10,8,0,154.0,157.0,-2.0,154.33333333333334,143.0
Lahore,2026-08-10 21:00:00+00:00,143,52.66,59.91,813.96,8.72,60.71,3.0,2.47,0.0,28.7,92,2.16,21,10,8,0,152.0,154.0,-9.0,149.66666666666666,135.0
Lahore,2026-08-10 22:00:00+00:00,135,49.46,57.52,811.15,8.55,55.34,2.62,2.34,0.0,28.4,94,2.02,22,10,8,0,143.0,152.0,-8.0,143.33333333333334,131.0
Lahore,2026-08-10 23:00:00+00:00,131,47.77,57.28,811.87,8.28,51.7,2.32,2.24,0.0,28.3,94,1.78,23,10,8,0,135.0,143.0,-4.0,136.33333333333334,130.0
Lahore,2026-08-11 00:00:00+00:00,130,47.32,58.92,816.65,8.02,48.78,2.04,2.19,0.0,27.4,91,2.15,0,11,8,1,131.0,135.0,-1.0,132.0,131.0
Lahore,2026-08-11 01:00:00+00:00,131,47.88,61.86,822.92,7.79,45.46,1.88,2.2,0.0,27.3,92,2.65,1,11,8,1,130.0,131.0,1.0,130.66666666666666,134.0
Lahore,2026-08-11 02:00:00+00:00,134,49.09,65.09,841.48,7.95,41.97,1.95,2.36,0.08,27.8,90,1.9,2,11,8,1,131.0,130.0,3.0,131.66666666666666,137.0
Lahore,2026-08-11 03:00:00+00:00,137,50.13,67.45,858.0,8.36,41.41,2.14,2.43,0.37,28.8,87,2.14,3,11,8,1,134.0,131.0,3.0,134.0,133.0
Lahore,2026-08-11 04:00:00+00:00,133,48.55,66.78,840.4,8.37,47.19,2.4,2.09,0.44,30.5,80,2.23,4,11,8,1,137.0,134.0,-4.0,134.66666666666666,125.0
Lahore,2026-08-11 05:00:00+00:00,125,45.08,62.45,800.33,8.18,54.0,2.61,1.94,0.42,32.1,75,2.14,5,11,8,1,133.0,137.0,-8.0,131.66666666666666,113.0
Lahore,2026-08-11 06:00:00+00:00,113,40.24,56.64,746.41,7.66,62.6,3.03,1.81,0.35,33.0,71,1.49,6,11,8,1,125.0,133.0,-12.0,123.66666666666667,90.0
Lahore,2026-08-11 07:00:00+00:00,90,30.55,45.08,625.17,7.13,80.74,5.13,0.83,0.27,32.5,71,2.02,7,11,8,1,113.0,125.0,-23.0,109.33333333333333,82.0
Lahore,2026-08-11 08:00:00+00:00,82,26.82,39.81,557.94,6.79,88.79,6.08,0.53,0.29,33.3,66,1.42,8,11,8,1,90.0,113.0,-8.0,95.0,81.0
Lahore,2026-08-11 09:00:00+00:00,81,26.36,38.42,533.56,6.29,94.25,6.1,0.56,0.31,33.2,64,2.29,9,11,8,1,82.0,90.0,-1.0,84.33333333333333,83.0
Lahore,2026-08-11 10:00:00+00:00,83,27.12,38.28,531.56,6.48,94.64,5.47,1.06,0.27,32.6,71,2.45,10,11,8,1,81.0,82.0,2.0,82.0,84.0
Lahore,2026-08-11 11:00:00+00:00,84,28.0,38.47,553.86,8.07,86.47,4.91,2.03,0.2,32.3,75,2.36,11,11,8,1,83.0,81.0,1.0,82.66666666666667,83.0
Lahore,2026-08-11 12:00:00+00:00,83,27.49,37.07,585.08,10.18,78.24,4.47,2.94,0.1,32.4,72,1.91,12,11,8,1,84.0,83.0,-1.0,83.33333333333333,81.0
Lahore,2026-08-11 13:00:00+00:00,81,26.36,35.1,619.83,11.46,73.11,4.02,3.56,0.03,29.9,84,2.66,13,11,8,1,83.0,84.0,-2.0,82.66666666666667,78.0
Lahore,2026-08-11 14:00:00+00:00,78,24.86,32.86,638.33,10.79,71.47,3.71,3.62,0.0,29.1,87,2.46,14,11,8,1,81.0,83.0,-3.0,80.66666666666667,75.0
Lahore,2026-08-11 15:00:00+00:00,75,23.51,30.75,648.91,9.65,72.68,3.75,3.52,0.0,29.0,87,2.39,15,11,8,1,78.0,81.0,-3.0,78.0,74.0
Lahore,2026-08-11 16:00:00+00:00,74,23.03,29.14,655.21,8.46,74.3,4.07,3.24,0.0,28.8,88,1.72,16,11,8,1,75.0,78.0,-1.0,75.66666666666667,78.0
Lahore,2026-08-11 17:00:00+00:00,78,24.78,30.2,672.66,7.97,74.23,4.53,3.03,0.0,28.6,90,1.66,17,11,8,1,74.0,75.0,4.0,75.66666666666667,83.0
Lahore,2026-08-11 18:00:00+00:00,83,27.31,32.46,684.79,7.85,71.64,4.82,2.74,0.0,28.8,91,2.15,18,11,8,1,78.0,74.0,5.0,78.33333333333333,86.0
Lahore,2026-08-11 19:00:00+00:00,86,28.89,34.15,682.48,7.65,66.98,4.71,2.36,0.0,28.2,93,2.07,19,11,8,1,83.0,78.0,3.0,82.33333333333333,89.0
Lahore,2026-08-11 20:00:00+00:00,89,30.25,36.16,685.93,7.7,60.76,4.23,2.18,0.0,28.0,94,2.01,20,11,8,1,86.0,83.0,3.0,86.0,92.0
Lahore,2026-08-11 21:00:00+00:00,92,31.54,38.48,693.45,7.89,53.95,3.65,2.12,0.0,27.8,94,1.81,21,11,8,1,89.0,86.0,3.0,89.0,94.0
Lahore,2026-08-11 22:00:00+00:00,94,32.49,39.99,698.49,8.1,47.5,3.2,2.05,0.0,27.5,95,2.15,22,11,8,1,92.0,89.0,2.0,91.66666666666667,95.0
Lahore,2026-08-11 23:00:00+00:00,95,32.96,40.77,704.44,8.32,42.35,2.81,1.93,0.0,27.3,95,2.13,23,11,8,1,94.0,92.0,1.0,93.66666666666667,95.0
Lahore,2026-08-12 00:00:00+00:00,95,32.92,41.54,702.93,8.45,38.68,2.53,1.78,0.0,27.9,94,1.54,0,12,8,2,95.0,94.0,0.0,94.66666666666667,94.0
Lahore,2026-08-12 01:00:00+00:00,94,32.57,42.19,689.76,8.42,35.92,2.44,1.68,0.0,27.7,95,1.39,1,12,8,2,95.0,95.0,-1.0,94.66666666666667,94.0
Lahore,2026-08-12 02:00:00+00:00,94,32.77,43.33,685.0,8.37,34.81,2.7,1.81,0.33,28.5,91,1.65,2,12,8,2,94.0,95.0,0.0,94.33333333333333,98.0
Lahore,2026-08-12 03:00:00+00:00,98,34.6,45.57,692.43,7.9,39.14,3.09,2.0,1.23,29.7,84,1.52,3,12,8,2,94.0,94.0,4.0,95.33333333333333,103.0
Lahore,2026-08-12 04:00:00+00:00,103,36.3,45.41,660.92,7.45,56.69,4.03,1.46,1.03,31.0,77,1.35,4,12,8,2,98.0,94.0,5.0,98.33333333333333,109.0
Lahore,2026-08-12 05:00:00+00:00,109,38.93,46.64,661.53,7.17,66.08,4.0,1.17,0.71,32.1,71,1.39,5,12,8,2,103.0,98.0,6.0,103.33333333333333,114.0
Lahore,2026-08-12 06:00:00+00:00,114,40.66,47.2,664.48,7.02,72.53,3.99,1.15,0.37,33.1,68,1.32,6,12,8,2,109.0,103.0,5.0,108.66666666666667,86.0
Lahore,2026-08-12 07:00:00+00:00,86,28.81,33.31,607.4,5.13,90.72,3.22,0.7,0.13,33.9,63,1.34,7,12,8,2,114.0,109.0,-28.0,103.0,70.0
Lahore,2026-08-12 08:00:00+00:00,70,21.03,24.38,583.71,3.74,102.3,2.31,0.6,0.12,34.5,61,1.14,8,12,8,2,86.0,114.0,-16.0,90.0,66.0
Lahore,2026-08-12 09:00:00+00:00,66,19.39,22.24,579.15,3.19,108.67,1.96,0.68,0.12,34.8,59,1.28,9,12,8,2,70.0,86.0,-4.0,74.0,67.0
Lahore,2026-08-12 10:00:00+00:00,67,19.82,22.45,591.76,3.26,111.54,1.83,1.02,0.15,35.2,57,0.93,10,12,8,2,66.0,70.0,1.0,67.66666666666667,72.0
Lahore,2026-08-12 11:00:00+00:00,72,22.18,24.98,613.86,4.06,109.88,1.95,1.71,0.23,35.3,56,0.75,11,12,8,2,67.0,66.0,5.0,68.33333333333333,78.0
Lahore,2026-08-12 12:00:00+00:00,78,24.82,27.97,637.91,5.41,109.5,2.18,2.5,0.28,35.0,57,1.13,12,12,8,2,72.0,67.0,6.0,72.33333333333333,86.0
Lahore,2026-08-12 13:00:00+00:00,86,28.89,33.37,718.84,10.81,101.88,2.82,5.44,0.27,34.0,66,0.92,13,12,8,2,78.0,72.0,8.0,78.66666666666667,97.0
Lahore,2026-08-12 14:00:00+00:00,97,34.18,41.1,847.83,18.31,87.7,3.77,10.4,0.03,32.5,74,1.01,14,12,8,2,86.0,78.0,11.0,87.0,110.0
Lahore,2026-08-12 15:00:00+00:00,110,39.21,48.8,969.41,23.31,75.59,4.73,15.37,0.0,31.6,78,1.2,15,12,8,2,97.0,86.0,13.0,97.66666666666667,121.0
Lahore,2026-08-12 16:00:00+00:00,121,43.68,55.55,1057.94,26.47,64.46,5.32,19.24,0.0,31.1,80,1.06,16,12,8,2,110.0,97.0,11.0,109.33333333333333,135.0
Lahore,2026-08-12 17:00:00+00:00,135,49.44,63.09,1122.58,27.73,53.81,5.43,20.67,0.0,30.8,80,1.05,17,12,8,2,121.0,110.0,14.0,122.0,145.0
Lahore,2026-08-12 18:00:00+00:00,145,53.18,67.74,1159.92,27.79,42.65,4.91,19.42,0.0,31.1,78,1.21,18,12,8,2,135.0,121.0,10.0,133.66666666666666,138.0
Lahore,2026-08-12 19:00:00+00:00,138,50.41,64.37,1158.72,25.65,31.29,3.39,11.83,0.0,30.6,80,1.08,19,12,8,2,145.0,135.0,-7.0,139.33333333333334,135.0
Lahore,2026-08-12 20:00:00+00:00,135,49.23,61.43,1136.77,22.17,25.77,2.62,6.46,0.0,30.3,82,1.03,20,12,8,2,138.0,145.0,-3.0,139.33333333333334,123.0
Lahore,2026-08-12 21:00:00+00:00,123,44.43,53.84,1034.47,16.27,36.15,2.38,3.54,0.0,29.8,84,0.94,21,12,8,2,135.0,138.0,-12.0,132.0,99.0
Lahore,2026-08-12 22:00:00+00:00,99,34.93,40.95,834.44,8.8,74.86,2.37,1.95,0.0,29.5,86,1.03,22,12,8,2,123.0,135.0,-24.0,119.0,96.0
Lahore,2026-08-12 23:00:00+00:00,96,33.33,38.15,805.22,7.09,82.45,2.03,1.75,0.0,29.2,87,0.83,23,12,8,2,99.0,123.0,-3.0,106.0,93.0
Lahore,2026-08-13 00:00:00+00:00,93,32.26,36.37,793.14,6.6,81.9,1.85,1.8,0.0,29.9,88,0.57,0,13,8,3,96.0,99.0,-3.0,96.0,91.0
Lahore,2026-08-13 01:00:00+00:00,91,31.27,35.19,783.83,6.6,75.5,1.81,1.97,0.0,29.7,87,0.46,1,13,8,3,93.0,96.0,-2.0,93.33333333333333,90.0
Lahore,2026-08-13 02:00:00+00:00,90,30.5,34.95,775.92,7.14,69.57,1.95,2.24,0.05,30.4,85,0.58,2,13,8,3,91.0,93.0,-1.0,91.33333333333333,88.0
Lahore,2026-08-13 03:00:00+00:00,88,29.93,34.98,765.36,7.8,68.99,2.23,2.56,0.29,31.8,78,0.45,3,13,8,3,90.0,91.0,-2.0,89.66666666666667,77.0
Lahore,2026-08-13 04:00:00+00:00,77,24.65,29.14,619.62,5.47,99.91,2.67,1.2,0.36,32.6,72,0.41,4,13,8,3,88.0,90.0,-11.0,85.0,75.0
Lahore,2026-08-13 05:00:00+00:00,75,23.73,27.91,552.03,4.29,108.78,3.03,0.74,0.46,33.5,67,0.29,5,13,8,3,77.0,88.0,-2.0,80.0,79.0
Lahore,2026-08-13 06:00:00+00:00,79,25.58,29.42,524.16,3.3,115.56,3.09,0.6,0.46,34.3,63,0.25,6,13,8,3,75.0,77.0,4.0,77.0,84.0
Lahore,2026-08-13 07:00:00+00:00,84,27.67,31.1,491.96,2.48,122.46,2.86,0.46,0.32,33.9,67,0.47,7,13,8,3,79.0,75.0,5.0,79.33333333333333,83.0
Lahore,2026-08-13 08:00:00+00:00,83,27.1,30.2,458.84,2.18,124.66,2.58,0.43,0.21,34.8,63,0.92,8,13,8,3,84.0,79.0,-1.0,82.0,78.0
Lahore,2026-08-13 09:00:00+00:00,78,24.98,27.86,434.55,2.18,123.34,2.32,0.47,0.15,35.5,59,0.78,9,13,8,3,83.0,84.0,-5.0,81.66666666666667,74.0
Lahore,2026-08-13 10:00:00+00:00,74,23.09,26.2,419.53,2.55,118.94,2.01,0.73,0.13,35.7,59,0.54,10,13,8,3,78.0,83.0,-4.0,78.33333333333333,72.0
Lahore,2026-08-13 11:00:00+00:00,72,22.25,26.01,410.39,3.49,110.3,1.78,1.23,0.12,35.3,59,0.56,11,13,8,3,74.0,78.0,-2.0,74.66666666666667,71.0
Lahore,2026-08-13 12:00:00+00:00,71,21.4,25.87,406.93,4.77,100.97,1.65,1.7,0.09,34.1,64,0.4,12,13,8,3,72.0,74.0,-1.0,72.33333333333333,70.0
Lahore,2026-08-13 13:00:00+00:00,70,21.37,26.8,429.82,7.16,88.89,1.58,2.51,0.04,33.8,67,0.34,13,13,8,3,71.0,72.0,-1.0,71.0,73.0
Lahore,2026-08-13 14:00:00+00:00,73,22.39,29.32,463.18,9.66,73.85,1.6,3.55,0.0,32.7,77,0.96,14,13,8,3,70.0,71.0,3.0,71.33333333333333,75.0
Lahore,2026-08-13 15:00:00+00:00,75,23.35,32.21,480.62,11.19,60.91,1.64,4.18,0.0,32.1,79,1.13,15,13,8,3,73.0,70.0,2.0,72.66666666666667,76.0
Lahore,2026-08-13 16:00:00+00:00,76,23.87,34.64,481.53,12.17,49.78,1.61,4.34,0.01,31.6,80,1.11,16,13,8,3,75.0,73.0,1.0,74.66666666666667,77.0
Lahore,2026-08-13 17:00:00+00:00,77,24.35,37.03,479.56,12.74,41.04,1.58,4.41,0.02,31.3,81,0.9,17,13,8,3,76.0,75.0,1.0,76.0,77.0
Lahore,2026-08-13 18:00:00+00:00,77,24.67,39.47,467.17,13.02,34.76,1.48,4.27,0.01,31.5,78,1.38,18,13,8,3,77.0,76.0,0.0,76.66666666666667,78.0
Lahore,2026-08-13 19:00:00+00:00,78,24.73,42.31,428.69,12.15,31.95,1.34,3.8,0.0,30.9,81,0.81,19,13,8,3,77.0,77.0,1.0,77.33333333333333,80.0
Lahore,2026-08-13 20:00:00+00:00,80,25.66,46.26,407.88,11.85,29.35,1.21,3.46,0.0,30.6,82,0.75,20,13,8,3,78.0,77.0,2.0,78.33333333333333,83.0
Lahore,2026-08-13 21:00:00+00:00,83,27.16,50.95,393.45,11.42,28.11,1.14,3.19,0.0,30.1,83,1.03,21,13,8,3,80.0,78.0,3.0,80.33333333333333,87.0
Lahore,2026-08-13 22:00:00+00:00,87,29.04,55.91,382.65,10.91,27.99,1.12,2.96,0.0,29.7,84,1.15,22,13,8,3,83.0,80.0,4.0,83.33333333333333,91.0
Lahore,2026-08-13 23:00:00+00:00,91,31.16,60.78,378.2,10.58,27.9,1.1,2.84,0.0,27.8,88,1.64,23,13,8,3,87.0,83.0,4.0,87.0,95.0
Lahore,2026-08-14 00:00:00+00:00,95,33.05,65.28,375.77,10.37,27.94,1.09,2.75,0.0,30.3,79,2.77,0,14,8,4,91.0,87.0,4.0,91.0,98.0
Lahore,2026-08-14 01:00:00+00:00,98,34.35,69.39,372.15,10.08,27.74,1.1,2.77,0.0,28.9,86,1.97,1,14,8,4,95.0,91.0,3.0,94.66666666666667,101.0
Lahore,2026-08-14 02:00:00+00:00,101,35.54,75.54,372.4,9.01,29.24,1.21,3.0,0.65,29.6,86,0.54,2,14,8,4,98.0,95.0,3.0,98.0,104.0
Lahore,2026-08-14 03:00:00+00:00,104,36.87,85.27,364.24,6.94,36.25,1.36,3.09,1.87,31.0,79,0.21,3,14,8,4,101.0,98.0,3.0,101.0,110.0
Lahore,2026-08-14 04:00:00+00:00,110,39.12,98.98,313.47,4.84,56.56,1.68,2.5,1.34,32.3,73,0.74,4,14,8,4,104.0,101.0,6.0,105.0,130.0
Lahore,2026-08-14 05:00:00+00:00,130,47.18,110.15,291.97,3.31,79.93,1.97,2.3,0.71,33.3,69,1.1,5,14,8,4,110.0,104.0,20.0,114.66666666666667,148.0
Lahore,2026-08-14 06:00:00+00:00,148,54.71,117.58,272.92,2.15,99.94,2.23,2.07,0.37,32.1,75,1.78,6,14,8,4,130.0,110.0,18.0,129.33333333333334,102.0
Lahore,2026-08-14 07:00:00+00:00,102,36.06,75.55,250.45,1.08,103.12,1.69,0.94,0.18,28.2,90,0.98,7,14,8,4,148.0,130.0,-46.0,126.66666666666667,77.0
Lahore,2026-08-14 08:00:00+00:00,77,24.57,49.31,262.43,0.84,101.22,1.39,0.59,0.13,29.5,87,1.09,8,14,8,4,102.0,148.0,-25.0,109.0,70.0
Lahore,2026-08-14 09:00:00+00:00,70,20.92,41.22,261.92,0.87,100.81,1.43,0.54,0.13,31.3,80,0.35,9,14,8,4,77.0,102.0,-7.0,83.0,67.0
Lahore,2026-08-14 10:00:00+00:00,67,19.6,38.06,264.76,1.23,100.12,1.55,0.74,0.15,32.1,77,0.45,10,14,8,4,70.0,77.0,-3.0,71.33333333333333,66.0
Lahore,2026-08-14 11:00:00+00:00,66,19.25,36.58,272.94,2.14,96.53,1.79,1.22,0.17,32.7,73,0.98,11,14,8,4,67.0,70.0,-1.0,67.66666666666667,65.0
Lahore,2026-08-14 12:00:00+00:00,65,18.52,34.66,283.92,3.54,90.53,2.05,1.66,0.12,32.0,74,0.32,12,14,8,4,66.0,67.0,-1.0,66.0,64.0
Lahore,2026-08-14 13:00:00+00:00,64,18.47,33.39,322.17,6.28,78.51,2.51,2.56,0.05,31.7,75,0.32,13,14,8,4,65.0,66.0,-1.0,65.0,67.0
Lahore,2026-08-14 14:00:00+00:00,67,19.86,34.16,385.68,9.24,63.75,2.84,3.67,0.01,30.7,83,0.9,14,14,8,4,64.0,65.0,3.0,65.33333333333333,71.0
Lahore,2026-08-14 15:00:00+00:00,71,21.75,35.43,442.8,11.0,53.71,2.83,3.72,0.0,30.2,86,1.59,15,14,8,4,67.0,64.0,4.0,67.33333333333333,73.0
Lahore,2026-08-14 16:00:00+00:00,73,22.53,34.7,462.38,11.21,49.36,2.44,2.94,0.0,29.2,91,2.36,16,14,8,4,71.0,67.0,2.0,70.33333333333333,74.0
Lahore,2026-08-14 17:00:00+00:00,74,23.02,34.07,473.28,10.85,47.76,2.22,2.44,0.0,28.4,93,2.38,17,14,8,4,73.0,71.0,1.0,72.66666666666667,75.0
Lahore,2026-08-14 18:00:00+00:00,75,23.49,33.42,483.5,10.73,44.71,2.22,2.22,0.0,29.3,92,1.74,18,14,8,4,74.0,73.0,1.0,74.0,74.0
Lahore,2026-08-14 19:00:00+00:00,74,23.07,31.83,463.36,9.89,46.52,2.03,1.99,0.0,28.9,93,1.5,19,14,8,4,75.0,74.0,-1.0,74.33333333333333,77.0
Lahore,2026-08-14 20:00:00+00:00,77,24.23,32.88,463.82,9.9,40.13,1.84,2.01,0.0,28.7,92,1.17,20,14,8,4,74.0,75.0,3.0,75.33333333333333,80.0
Lahore,2026-08-14 21:00:00+00:00,80,25.89,34.83,474.79,10.26,32.64,1.77,2.03,0.0,28.4,93,1.63,21,14,8,4,77.0,74.0,3.0,77.0,83.0
Lahore,2026-08-14 22:00:00+00:00,83,27.49,36.57,491.75,10.85,25.67,1.62,2.07,0.0,28.0,94,1.88,22,14,8,4,80.0,77.0,3.0,80.0,86.0
Lahore,2026-08-14 23:00:00+00:00,86,28.88,37.86,514.02,11.59,18.95,1.37,2.21,0.02,25.5,99,4.9,23,14,8,4,83.0,80.0,3.0,83.0,89.0
Lahore,2026-08-15 00:00:00+00:00,89,30.08,39.28,539.37,12.21,14.11,1.22,2.42,0.05,26.9,93,0.9,0,15,8,5,86.0,83.0,3.0,86.0,91.0
Lahore,2026-08-15 01:00:00+00:00,91,31.22,41.31,566.58,12.59,11.35,1.22,2.61,0.09,26.4,95,1.7,1,15,8,5,89.0,86.0,2.0,88.66666666666667,94.0
Lahore,2026-08-15 02:00:00+00:00,94,32.31,44.28,595.51,11.92,10.58,1.36,2.97,0.97,27.2,93,1.0,2,15,8,5,91.0,89.0,3.0,91.33333333333333,96.0
Lahore,2026-08-15 03:00:00+00:00,96,33.39,48.36,623.59,9.81,12.53,1.49,3.65,3.25,28.8,87,1.1,3,15,8,5,94.0,91.0,2.0,93.66666666666667,93.0
Lahore,2026-08-15 04:00:00+00:00,93,31.91,53.13,514.31,7.13,32.94,1.87,3.08,2.03,30.3,81,1.55,4,15,8,5,96.0,94.0,-3.0,94.33333333333333,93.0
Lahore,2026-08-15 05:00:00+00:00,93,31.93,52.59,474.73,5.8,45.82,1.7,2.98,1.63,31.5,77,1.7,5,15,8,5,93.0,96.0,0.0,94.0,106.0
Lahore,2026-08-15 06:00:00+00:00,106,37.6,58.49,450.12,4.69,63.4,1.66,2.84,1.0,32.3,72,1.03,6,15,8,5,93.0,93.0,13.0,97.33333333333333,94.0
Lahore,2026-08-15 07:00:00+00:00,94,32.4,55.46,307.9,1.91,86.35,1.35,1.27,0.27,32.9,71,0.9,7,15,8,5,106.0,93.0,-12.0,97.66666666666667,87.0
Lahore,2026-08-15 08:00:00+00:00,87,29.18,52.47,259.03,1.17,91.92,1.04,0.94,0.17,33.3,70,0.71,8,15,8,5,94.0,106.0,-7.0,95.66666666666667,87.0
Lahore,2026-08-15 09:00:00+00:00,87,29.37,52.55,250.16,1.05,94.97,0.96,0.95,0.15,33.5,69,0.67,9,15,8,5,87.0,94.0,0.0,89.33333333333333,91.0
Lahore,2026-08-15 10:00:00+00:00,91,30.93,54.85,253.89,1.34,95.45,0.97,1.25,0.19,33.4,70,0.22,10,15,8,5,87.0,87.0,4.0,88.33333333333333,95.0
Lahore,2026-08-15 11:00:00+00:00,95,33.21,58.59,265.91,2.09,93.0,1.03,1.85,0.27,33.3,70,0.4,11,15,8,5,91.0,87.0,4.0,91.0,98.0
Lahore,2026-08-15 12:00:00+00:00,98,34.51,61.64,280.07,3.27,88.28,1.07,2.41,0.31,33.8,63,1.12,12,15,8,5,95.0,91.0,3.0,94.66666666666667,101.0
Lahore,2026-08-15 13:00:00+00:00,101,35.63,64.64,321.55,6.31,74.59,1.19,3.53,0.25,32.7,72,1.04,13,15,8,5,98.0,95.0,3.0,98.0,104.0
Lahore,2026-08-15 14:00:00+00:00,104,36.86,67.57,384.65,10.1,55.87,1.37,4.97,0.02,31.6,78,0.81,14,15,8,5,101.0,98.0,3.0,101.0,106.0
Lahore,2026-08-15 15:00:00+00:00,106,37.37,69.66,438.08,12.47,42.9,1.5,6.06,0.0,31.0,80,0.65,15,15,8,5,104.0,101.0,2.0,103.66666666666667,104.0
Lahore,2026-08-15 16:00:00+00:00,104,36.77,69.93,469.11,13.87,34.7,1.5,6.45,0.0,30.1,85,1.35,16,15,8,5,106.0,104.0,-2.0,104.66666666666667,101.0
Lahore,2026-08-15 17:00:00+00:00,101,35.63,69.68,480.91,14.2,30.8,1.44,6.29,0.0,29.5,88,1.54,17,15,8,5,104.0,106.0,-3.0,103.66666666666667,96.0
Lahore,2026-08-15 18:00:00+00:00,96,33.65,68.35,473.28,14.03,29.38,1.34,5.87,0.0,30.0,87,1.94,18,15,8,5,101.0,104.0,-5.0,100.33333333333333,90.0
Lahore,2026-08-15 19:00:00+00:00,90,30.53,65.96,434.2,12.84,30.06,1.24,5.14,0.0,28.3,90,2.06,19,15,8,5,96.0,101.0,-6.0,95.66666666666667,85.0
Lahore,2026-08-15 20:00:00+00:00,85,28.39,64.45,410.66,12.42,28.1,1.15,4.78,0.0,27.1,96,3.09,20,15,8,5,90.0,96.0,-5.0,90.33333333333333,82.0
Lahore,2026-08-15 21:00:00+00:00,82,26.67,65.5,379.02,11.45,27.75,1.09,4.43,0.0,26.4,95,2.18,21,15,8,5,85.0,90.0,-3.0,85.66666666666667,81.0
Lahore,2026-08-15 22:00:00+00:00,81,26.2,70.51,349.45,10.37,27.41,1.02,4.2,0.0,24.2,99,1.93,22,15,8,5,82.0,85.0,-1.0,82.66666666666667,83.0
Lahore,2026-08-15 23:00:00+00:00,83,27.54,76.48,349.76,10.62,23.8,0.95,4.51,0.01,24.7,98,1.66,23,15,8,5,81.0,82.0,2.0,82.0,87.0
Lahore,2026-08-16 00:00:00+00:00,87,29.28,83.22,354.79,11.03,21.23,0.99,5.27,0.03,26.0,92,1.82,0,16,8,6,83.0,81.0,4.0,83.66666666666667,90.0
